nivel,pai,filho,quantidade,quantidade_acumulada
6,I2013255,G3004428,1.0,1.0
6,I2013255,I1006833,2.0,2.0
7,I1006833,G2005882,0.08,0.16
7,I1006833,G2005882,0.32,0.64
7,I1006833,G2005882,0.24,0.48
6,I2013255,I1038970,1.0,1.0
7,I1038970,G2005887,0.21,0.21
7,I1038970,G2005887,0.84,0.84
7,I1038970,G2005887,0.63,0.63
6,I2013255,I1038971,2.0,2.0
7,I1038971,G2000064,0.02,0.04
7,I1038971,G2000064,0.08,0.16
7,I1038971,G2000064,0.06,0.12
6,I2013255,G1005029,4.0,4.0
6,I2013255,G3004428,4.0,4.0
6,I2013255,I1006833,8.0,8.0
7,I1006833,G2005882,0.08,0.64
7,I1006833,G2005882,0.32,2.56
7,I1006833,G2005882,0.24,1.92
6,I2013255,I1038970,4.0,4.0
7,I1038970,G2005887,0.21,0.84
7,I1038970,G2005887,0.84,3.36
7,I1038970,G2005887,0.63,2.52
6,I2013255,I1038971,8.0,8.0
7,I1038971,G2000064,0.02,0.16
7,I1038971,G2000064,0.08,0.64
7,I1038971,G2000064,0.06,0.48
6,I2013255,G1005029,3.0,3.0
6,I2013255,G3004428,3.0,3.0
6,I2013255,I1006833,6.0,6.0
7,I1006833,G2005882,0.08,0.48
7,I1006833,G2005882,0.32,1.92
7,I1006833,G2005882,0.24,1.44
6,I2013255,I1038970,3.0,3.0
7,I1038970,G2005887,0.21,0.63
7,I1038970,G2005887,0.84,2.52
7,I1038970,G2005887,0.63,1.8900000000000001
6,I2013255,I1038971,6.0,6.0
7,I1038971,G2000064,0.02,0.12
7,I1038971,G2000064,0.08,0.48
7,I1038971,G2000064,0.06,0.36
3,I2015597,I2015598,1.0,1.0
4,I2015598,I1044632,3.0,3.0
5,I1044632,G2005887,10.62,31.86
4,I2015598,I1044633,2.0,2.0
5,I1044633,G2005887,19.18,38.36
4,I2015598,I1044636,2.0,2.0
5,I1044636,G2005887,12.84,25.68
1,I3001192,I2015606,1.0,1.0
2,I2015606,G1002876,1.0,1.0
2,I2015606,G1008467,1.0,1.0
2,I2015606,G1022048,7.0,7.0
2,I2015606,I1043206,2.0,2.0
3,I1043206,G2005931,1.66,3.32
2,I2015606,I2013694,8.0,8.0
3,I2013694,G3004344,6.0,48.0
3,I2013694,G3007835,6.0,48.0
3,I2013694,G3004344,8.0,64.0
3,I2013694,G3007835,8.0,64.0
2,I2015606,I2015098,1.0,1.0
3,I2015098,G1024104,1.0,1.0
3,I2015098,G1024105,1.0,1.0
3,I2015098,G1024106,2.0,2.0
3,I2015098,I1043097,1.0,1.0
4,I1043097,G1008467,2.75,2.75
1,I3001192,I2015608,1.0,1.0
2,I2015608,G1005520,2.0,2.0
2,I2015608,G1009212,2.0,2.0
2,I2015608,G1009213,2.0,2.0
2,I2015608,G1009214,4.0,4.0
2,I2015608,G1009219,2.0,2.0
2,I2015608,G1009228,3.0,3.0
2,I2015608,G1012070,1.0,1.0
2,I2015608,G1012071,1.0,1.0
2,I2015608,G1012072,1.0,1.0
2,I2015608,G3016900,1.0,1.0
2,I2015608,I1008709,1.0,1.0
3,I1008709,G2005798,0.12,0.12
2,I2015608,I1008712,1.0,1.0
3,I1008712,G2005798,0.18,0.18
2,I2015608,I1008775,5.0,5.0
3,I1008775,G2005931,0.9,4.5
2,I2015608,I1033181,1.0,1.0
3,I1033181,G2005882,17.56,17.56
2,I2015608,I1033404,1.0,1.0
3,I1033404,G2005882,11.97,11.97
2,I2015608,I2007529,3.0,3.0
3,I2007529,I1008783,3.0,9.0
4,I1008783,G2005882,2.01,18.089999999999996
3,I2007529,I1008784,3.0,9.0
4,I1008784,G2005882,0.06,0.54
3,I2007529,I1024009,3.0,9.0
4,I1024009,G2005946,4.41,39.69
3,I2007529,I1024011,3.0,9.0
4,I1024011,G2005946,0.54,4.86
2,I2015608,I2011449,2.0,2.0
3,I2011449,G1003572,2.0,4.0
3,I2011449,I1034035,4.0,8.0
4,I1034035,G2000074,0.84,6.72
3,I2011449,I1034292,2.0,4.0
4,I1034292,G2005887,4.32,17.28
2,I2015608,I2014538,45.0,45.0
3,I2014538,G3000951,4.0,180.0
3,I2014538,G3001067,4.0,180.0
3,I2014538,G3007840,4.0,180.0
3,I2014538,G3000951,2.0,90.0
3,I2014538,G3001067,2.0,90.0
3,I2014538,G3007840,2.0,90.0
3,I2014538,G3000951,24.0,1080.0
3,I2014538,G3001067,24.0,1080.0
3,I2014538,G3007840,24.0,1080.0
3,I2014538,G3000951,45.0,2025.0
3,I2014538,G3001067,45.0,2025.0
3,I2014538,G3007840,45.0,2025.0
2,I2015608,I2015551,8.0,8.0
3,I2015551,G3001079,6.0,48.0
3,I2015551,G3001126,6.0,48.0
3,I2015551,G3002567,6.0,48.0
3,I2015551,G3001079,8.0,64.0
3,I2015551,G3001126,8.0,64.0
3,I2015551,G3002567,8.0,64.0
1,I3001192,I2015622,1.0,1.0
2,I2015622,I2004130,1.0,1.0
3,I2004130,I1006826,2.0,2.0
4,I1006826,G2005931,0.32,0.64
3,I2004130,I1006832,6.0,6.0
4,I1006832,G2006183,9.96,59.760000000000005
3,I2004130,I1007395,1.0,1.0
4,I1007395,G2005932,0.46,0.46
3,I2004130,I1011649,2.0,2.0
4,I1011649,G2000380,8.5,17.0
2,I2015622,I2010993,1.0,1.0
3,I2010993,G1004237,6.0,6.0
3,I2010993,G1005313,2.0,2.0
3,I2010993,G1006118,6.0,6.0
3,I2010993,G1007509,2.0,2.0
3,I2010993,G1009087,2.0,2.0
3,I2010993,G1009088,2.0,2.0
3,I2010993,G1009089,2.0,2.0
3,I2010993,G3000951,1.0,1.0
3,I2010993,G3001009,20.0,20.0
3,I2010993,G3001012,20.0,20.0
3,I2010993,G3011461,3.0,3.0
3,I2010993,I1007325,6.0,6.0
4,I1007325,G2000069,0.28,1.6800000000000002
4,I1007325,G2000069,0.48,2.88
4,I1007325,G2000069,0.16,0.96
4,I1007325,G2000069,0.24,1.44
3,I2010993,I1007328,3.0,3.0
4,I1007328,G2000073,0.48,1.44
4,I1007328,G2000073,0.32,0.96
4,I1007328,G2000073,0.16,0.48
3,I2010993,I1007355,1.0,1.0
4,I1007355,G2005931,4.85,4.85
3,I2010993,I1007356,2.0,2.0
4,I1007356,G2005887,12.74,25.48
3,I2010993,I1007361,1.0,1.0
4,I1007361,G2005931,3.08,3.08
3,I2010993,I1007364,2.0,2.0
4,I1007364,G2005887,0.66,1.32
3,I2010993,I1007365,2.0,2.0
4,I1007365,G2005931,1.08,2.16
3,I2010993,I1008687,1.0,1.0
4,I1008687,G2000815,0.08,0.08
3,I2010993,I1008691,1.0,1.0
4,I1008691,G2000815,0.12,0.12
3,I2010993,I1008693,1.0,1.0
4,I1008693,G2000815,0.57,0.57
3,I2010993,I1008714,1.0,1.0
4,I1008714,G2000183,0.39,0.39
4,I1008714,G2000183,0.26,0.26
4,I1008714,G2000183,0.13,0.13
3,I2010993,I1011607,1.0,1.0
4,I1011607,G2005931,34.42,34.42
3,I2010993,I1014068,1.0,1.0
4,I1014068,G2005931,4.9,4.9
3,I2010993,I1019430,1.0,1.0
4,I1019430,G2005931,224.49,224.49
3,I2010993,I1019442,1.0,1.0
4,I1019442,G2005931,182.97,182.97
3,I2010993,I1019444,1.0,1.0
4,I1019444,G2005931,224.49,224.49
3,I2010993,I1020786,1.0,1.0
4,I1020786,G2005931,224.38,224.38
3,I2010993,I1020897,4.0,4.0
4,I1020897,G2005931,1.0,4.0
3,I2010993,I1030256,1.0,1.0
4,I1030256,G2005887,324.94,324.94
3,I2010993,I1030258,5.0,5.0
4,I1030258,G2005931,333.4,1667.0
3,I2010993,I1030259,6.0,6.0
4,I1030259,G2005931,348.12,2088.7200000000003
3,I2010993,I1030260,1.0,1.0
4,I1030260,G2005931,224.32,224.32
3,I2010993,I1030261,3.0,3.0
4,I1030261,G3006610,4.545,13.635
3,I2010993,I1030262,1.0,1.0
4,I1030262,G2005931,12.11,12.11
3,I2010993,I1030283,2.0,2.0
4,I1030283,G2005883,2.28,4.56
3,I2010993,I1030284,1.0,1.0
4,I1030284,G2005693,3.85,3.85
3,I2010993,I1030285,1.0,1.0
4,I1030285,G2005693,4.64,4.64
3,I2010993,I1030286,1.0,1.0
4,I1030286,G2005693,5.61,5.61
3,I2010993,I1030287,2.0,2.0
4,I1030287,G2005887,1.74,3.48
3,I2010993,I1035963,1.0,1.0
4,I1035963,G2005887,78.29,78.29
3,I2010993,I2003175,3.0,3.0
4,I2003175,I1007357,6.0,18.0
5,I1007357,G2005931,7.2,129.6
4,I2003175,I1007358,3.0,9.0
5,I1007358,G2005931,18.21,163.89000000000001
4,I2003175,I1007366,3.0,9.0
5,I1007366,G2005931,10.38,93.42
3,I2010993,I2004105,2.0,2.0
4,I2004105,G1009243,16.0,32.0
4,I2004105,G3000312,16.0,32.0
4,I2004105,I1007368,2.0,4.0
5,I1007368,G2005883,3.02,12.08
2,I2015622,I2013298,1.0,1.0
3,I2013298,I1007382,4.0,4.0
4,I1007382,G2005931,0.92,3.68
3,I2013298,I1019456,1.0,1.0
4,I1019456,G2005887,76.08,76.08
3,I2013298,I1019457,2.0,2.0
4,I1019457,G2005887,152.84,305.68
3,I2013298,I1019459,5.0,5.0
4,I1019459,G2005931,20.75,103.75
3,I2013298,I1023689,2.0,2.0
4,I1023689,G2005931,27.32,54.64
3,I2013298,I1030282,8.0,8.0
4,I1030282,G2005931,83.28,666.24
3,I2013298,I1030288,1.0,1.0
4,I1030288,G2005931,8.99,8.99
3,I2013298,I1030298,1.0,1.0
4,I1030298,G2005931,0.89,0.89
3,I2013298,I1030299,1.0,1.0
4,I1030299,G2005887,75.52,75.52
3,I2013298,I1030357,10.0,10.0
4,I1030357,G2005931,38.4,384.0
3,I2013298,I1030358,6.0,6.0
4,I1030358,G2005931,23.46,140.76
3,I2013298,I1037600,2.0,2.0
4,I1037600,G2005931,0.62,1.24
3,I2013298,I1039077,2.0,2.0
4,I1039077,G2005931,27.28,54.56
3,I2013298,I1039081,2.0,2.0
4,I1039081,G2005931,20.34,40.68
3,I2013298,I1039411,1.0,1.0
4,I1039411,G2005931,8.26,8.26
3,I2013298,I1044225,2.0,2.0
4,I1044225,G2005931,3.58,7.16
3,I2013298,I1044226,2.0,2.0
4,I1044226,G2005931,3.38,6.76
2,I2015622,I2015623,1.0,1.0
3,I2015623,G1009160,4.0,4.0
3,I2015623,G1011097,2.0,2.0
3,I2015623,G3000214,2.0,2.0
3,I2015623,G3006035,4.0,4.0
3,I2015623,I1007341,8.0,8.0
4,I1007341,G2005932,34.48,275.84
3,I2015623,I1007374,2.0,2.0
4,I1007374,G2005932,11.58,23.16
3,I2015623,I1007375,2.0,2.0
4,I1007375,G2005932,11.64,23.28
3,I2015623,I1007393,6.0,6.0
4,I1007393,G2005932,0.72,4.32
3,I2015623,I1007394,6.0,6.0
4,I1007394,G2005932,1.14,6.84
3,I2015623,I1009137,1.0,1.0
4,I1009137,G2005882,1.2,1.2
3,I2015623,I1009670,1.0,1.0
4,I1009670,G2005882,2.4,2.4
3,I2015623,I1011583,6.0,6.0
4,I1011583,G2005882,5.52,33.12
3,I2015623,I1011589,15.0,15.0
4,I1011589,G2005882,10.77,161.54999999999998
3,I2015623,I1011628,24.0,24.0
4,I1011628,G2005932,0.24,5.76
3,I2015623,I1011757,1.0,1.0
4,I1011757,G2005882,1.37,1.37
3,I2015623,I1015093,6.0,6.0
4,I1015093,G2005932,265.86,1595.16
3,I2015623,I1015096,1.0,1.0
4,I1015096,G2005882,42.48,42.48
3,I2015623,I1015097,1.0,1.0
4,I1015097,G2005882,42.48,42.48
3,I2015623,I1019463,1.0,1.0
4,I1019463,G2005882,60.66,60.66
3,I2015623,I1027861,8.0,8.0
4,I1027861,G2005931,0.16,1.28
4,I1027861,G2005931,1.28,10.24
3,I2015623,I1028231,4.0,4.0
4,I1028231,G2005931,7.52,30.08
3,I2015623,I1033068,1.0,1.0
4,I1033068,G2005882,28.09,28.09
3,I2015623,I1033701,2.0,2.0
4,I1033701,G2005931,5.84,11.68
3,I2015623,I1035296,4.0,4.0
4,I1035296,G2005882,4.12,16.48
3,I2015623,I1039053,1.0,1.0
4,I1039053,G2005882,21.76,21.76
3,I2015623,I1039058,1.0,1.0
4,I1039058,G2005882,15.07,15.07
3,I2015623,I1039059,1.0,1.0
4,I1039059,G2005882,49.55,49.55
3,I2015623,I1039061,1.0,1.0
4,I1039061,G2005882,60.34,60.34
3,I2015623,I1039075,1.0,1.0
4,I1039075,G2005882,60.77,60.77
3,I2015623,I1039079,1.0,1.0
4,I1039079,G2005882,21.76,21.76
3,I2015623,I1039080,1.0,1.0
4,I1039080,G2005882,60.79,60.79
3,I2015623,I1039220,1.0,1.0
4,I1039220,G2005882,42.48,42.48
3,I2015623,I1039222,1.0,1.0
4,I1039222,G2005882,42.48,42.48
3,I2015623,I1039757,3.0,3.0
4,I1039757,G2000473,1.56,4.68
4,I1039757,G2000473,3.64,10.92
3,I2015623,I1040658,3.0,3.0
4,I1040658,G2000473,4.56,13.68
3,I2015623,I1040678,1.0,1.0
4,I1040678,G2000473,0.36,0.36
3,I2015623,I1044222,4.0,4.0
4,I1044222,G2005931,7.52,30.08
3,I2015623,I2010982,2.0,2.0
4,I2010982,G3001751,4.0,8.0
4,I2010982,I1007554,2.0,4.0
5,I1007554,G2005931,4.88,19.52
3,I2015623,I2011422,1.0,1.0
4,I2011422,G1003426,4.0,4.0
4,I2011422,I1034201,1.0,1.0
5,I1034201,G2005882,3.33,3.33
4,I2011422,I1034202,1.0,1.0
5,I1034202,G2005882,13.98,13.98
4,I2011422,I1034207,1.0,1.0
5,I1034207,G2005932,2.65,2.65
4,I2011422,I1034208,1.0,1.0
5,I1034208,G2005882,10.55,10.55
4,I2011422,I1034209,4.0,4.0
5,I1034209,G2005882,2.84,11.36
4,I2011422,I1034210,1.0,1.0
5,I1034210,G2005882,10.93,10.93
4,I2011422,I1034258,1.0,1.0
5,I1034258,G2005882,9.86,9.86
4,I2011422,I2011423,2.0,2.0
5,I2011423,I1034203,2.0,4.0
6,I1034203,G2006084,12.56,50.24
5,I2011423,I2011443,2.0,4.0
6,I2011443,I1015079,2.0,8.0
7,I1015079,G2005931,0.2,1.6
6,I2011443,I1015080,4.0,16.0
7,I1015080,G2005931,0.16,2.56
6,I2011443,I1034262,2.0,8.0
7,I1034262,G2006399,0.08,0.64
6,I2011443,I1034263,2.0,8.0
7,I1034263,G2000053,0.1,0.8
3,I2015623,I2015233,4.0,4.0
4,I2015233,G1009112,4.0,16.0
4,I2015233,G3000328,32.0,128.0
4,I2015233,G3006035,8.0,32.0
4,I2015233,G3010009,8.0,32.0
4,I2015233,I1007342,4.0,16.0
5,I1007342,G2005940,92.84,1485.44
4,I2015233,I1009007,4.0,16.0
5,I1009007,G1009109,16.06,256.96
5,I1009007,G1009109,4.015,64.24
4,I2015233,I2002647,4.0,16.0
5,I2002647,I1007210,4.0,64.0
6,I1007210,G2000054,6.36,407.04
6,I1007210,G2000054,1.59,101.76
5,I2002647,I1007211,12.0,192.0
6,I1007211,G2005696,0.082,15.744
6,I1007211,G2005696,0.492,94.464
6,I1007211,G2005696,0.123,23.616
5,I2002647,I1007212,12.0,192.0
6,I1007212,G2005882,0.14,26.880000000000003
6,I1007212,G2005882,0.84,161.28
6,I1007212,G2005882,0.21,40.32
5,I2002647,I1008779,4.0,64.0
6,I1008779,G2000054,0.24,15.36
6,I1008779,G2000054,0.96,61.44
5,I2002647,I1007210,1.0,16.0
6,I1007210,G2000054,6.36,101.76
6,I1007210,G2000054,1.59,25.44
5,I2002647,I1007211,3.0,48.0
6,I1007211,G2005696,0.082,3.936
6,I1007211,G2005696,0.492,23.616
6,I1007211,G2005696,0.123,5.904
5,I2002647,I1007212,3.0,48.0
6,I1007212,G2005882,0.14,6.720000000000001
6,I1007212,G2005882,0.84,40.32
6,I1007212,G2005882,0.21,10.08
5,I2002647,I1008779,1.0,16.0
6,I1008779,G2000054,0.24,3.84
6,I1008779,G2000054,0.96,15.36
4,I2015233,I2013255,4.0,16.0
5,I2013255,G1005029,1.0,16.0
5,I2013255,G3004428,1.0,16.0
5,I2013255,I1006833,2.0,32.0
6,I1006833,G2005882,0.08,2.56
6,I1006833,G2005882,0.32,10.24
6,I1006833,G2005882,0.24,7.68
5,I2013255,I1038970,1.0,16.0
6,I1038970,G2005887,0.21,3.36
6,I1038970,G2005887,0.84,13.44
6,I1038970,G2005887,0.63,10.08
5,I2013255,I1038971,2.0,32.0
6,I1038971,G2000064,0.02,0.64
6,I1038971,G2000064,0.08,2.56
6,I1038971,G2000064,0.06,1.92
5,I2013255,G1005029,4.0,64.0
5,I2013255,G3004428,4.0,64.0
5,I2013255,I1006833,8.0,128.0
6,I1006833,G2005882,0.08,10.24
6,I1006833,G2005882,0.32,40.96
6,I1006833,G2005882,0.24,30.72
5,I2013255,I1038970,4.0,64.0
6,I1038970,G2005887,0.21,13.44
6,I1038970,G2005887,0.84,53.76
6,I1038970,G2005887,0.63,40.32
5,I2013255,I1038971,8.0,128.0
6,I1038971,G2000064,0.02,2.56
6,I1038971,G2000064,0.08,10.24
6,I1038971,G2000064,0.06,7.68
5,I2013255,G1005029,3.0,48.0
5,I2013255,G3004428,3.0,48.0
5,I2013255,I1006833,6.0,96.0
6,I1006833,G2005882,0.08,7.68
6,I1006833,G2005882,0.32,30.72
6,I1006833,G2005882,0.24,23.04
5,I2013255,I1038970,3.0,48.0
6,I1038970,G2005887,0.21,10.08
6,I1038970,G2005887,0.84,40.32
6,I1038970,G2005887,0.63,30.240000000000002
5,I2013255,I1038971,6.0,96.0
6,I1038971,G2000064,0.02,1.92
6,I1038971,G2000064,0.08,7.68
6,I1038971,G2000064,0.06,5.76
3,I2015623,I2015234,4.0,4.0
4,I2015234,G1009112,4.0,16.0
4,I2015234,G3000328,32.0,128.0
4,I2015234,G3006035,8.0,32.0
4,I2015234,G3010009,8.0,32.0
4,I2015234,I1007344,4.0,16.0
5,I1007344,G2005940,92.84,1485.44
4,I2015234,I1009007,4.0,16.0
5,I1009007,G1009109,16.06,256.96
5,I1009007,G1009109,4.015,64.24
4,I2015234,I2013255,4.0,16.0
5,I2013255,G1005029,1.0,16.0
5,I2013255,G3004428,1.0,16.0
5,I2013255,I1006833,2.0,32.0
6,I1006833,G2005882,0.08,2.56
6,I1006833,G2005882,0.32,10.24
6,I1006833,G2005882,0.24,7.68
5,I2013255,I1038970,1.0,16.0
6,I1038970,G2005887,0.21,3.36
6,I1038970,G2005887,0.84,13.44
6,I1038970,G2005887,0.63,10.08
5,I2013255,I1038971,2.0,32.0
6,I1038971,G2000064,0.02,0.64
6,I1038971,G2000064,0.08,2.56
6,I1038971,G2000064,0.06,1.92
5,I2013255,G1005029,4.0,64.0
5,I2013255,G3004428,4.0,64.0
5,I2013255,I1006833,8.0,128.0
6,I1006833,G2005882,0.08,10.24
6,I1006833,G2005882,0.32,40.96
6,I1006833,G2005882,0.24,30.72
5,I2013255,I1038970,4.0,64.0
6,I1038970,G2005887,0.21,13.44
6,I1038970,G2005887,0.84,53.76
6,I1038970,G2005887,0.63,40.32
5,I2013255,I1038971,8.0,128.0
6,I1038971,G2000064,0.02,2.56
6,I1038971,G2000064,0.08,10.24
6,I1038971,G2000064,0.06,7.68
5,I2013255,G1005029,3.0,48.0
5,I2013255,G3004428,3.0,48.0
5,I2013255,I1006833,6.0,96.0
6,I1006833,G2005882,0.08,7.68
6,I1006833,G2005882,0.32,30.72
6,I1006833,G2005882,0.24,23.04
5,I2013255,I1038970,3.0,48.0
6,I1038970,G2005887,0.21,10.08
6,I1038970,G2005887,0.84,40.32
